SaleCondition,SalePrice,SaleType,MSZoning,BsmtQual,Foundation,Electrical,RoofStyle,Neighborhood,GrLivArea,firstFlrSF,YearBuilt,GarageType,OverallQual,OverallCond,TotRmsAbvGrd,GarageCars,GarageArea
Normal,115000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,864,864,1955,Detchd,5,7,5,2,572
Normal,128500,WD,RL,TA,CBlock,SBrkr,Hip,CollgCr,864,864,1972,Attchd,5,7,5,1,288
Normal,58500,WD,RL,TA,BrkTil,FuseF,Gable,Edwards,864,864,1914,Detchd,3,3,5,1,200
Normal,120500,WD,RL,TA,PConc,SBrkr,Gable,NAmes,864,864,1971,Detchd,4,6,5,2,528
Normal,82500,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,861,861,1940,Detchd,4,5,4,2,539
Normal,137000,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,860,860,1982,Detchd,5,6,4,2,528
Normal,88000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,858,858,1971,NoGarage,4,4,5,0,0
Normal,134900,WD,RL,Gd,CBlock,SBrkr,Hip,Sawyer,858,858,1982,Detchd,5,5,5,2,576
Normal,110000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,858,858,1971,Detchd,4,6,4,1,684
Normal,116500,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,858,858,1958,NoGarage,5,7,4,0,0
Normal,132000,WD,RM,TA,BrkTil,FuseA,Gable,BrkSide,854,854,1929,Detchd,7,8,5,2,576
Normal,149000,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,3,2,420
Normal,140000,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2003,Attchd,6,5,4,2,420
Normal,141000,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,3,2,420
Normal,143000,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,3,2,420
Normal,144500,ConLD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,4,2,420
Normal,131500,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2003,Attchd,6,5,3,2,420
Normal,155900,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,3,2,420
Normal,144000,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2003,Attchd,6,5,4,2,420
Normal,136500,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2003,Attchd,6,5,3,2,420
Normal,149300,WD,RM,Gd,PConc,SBrkr,Gable,CollgCr,848,848,2004,Attchd,6,5,3,2,420
Normal,129500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,845,845,1982,Detchd,4,6,4,2,360
Normal,84000,WD,RL,NoBasement,Slab,SBrkr,Gable,Edwards,845,845,1957,Detchd,4,3,5,1,290
Normal,82000,WD,RH,TA,CBlock,SBrkr,Gable,SawyerW,841,841,1950,CarPort,4,4,4,1,294
Normal,87000,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,840,840,1930,NoGarage,5,7,5,0,0
Normal,130000,WD,RL,TA,BrkTil,SBrkr,Gable,BrkSide,838,838,1918,Detchd,6,7,5,1,275
Abnorml,83000,COD,RL,TA,BrkTil,SBrkr,Gable,Edwards,835,835,1920,Basment,5,5,5,1,366
Normal,117000,WD,RL,TA,CBlock,SBrkr,Gable,OldTown,833,833,1954,Detchd,5,7,4,1,326
Normal,112000,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,833,833,1985,NoGarage,5,5,5,0,0
Normal,105500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,832,832,1954,Detchd,6,6,4,2,528
Normal,107500,WD,RL,NoBasement,Slab,SBrkr,Gable,NAmes,827,827,1955,Detchd,5,7,5,1,392
Normal,125000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,825,825,1955,Detchd,5,7,4,2,720
Normal,110000,WD,RM,Gd,CBlock,SBrkr,Gable,IDOTRR,816,816,1963,CarPort,5,5,5,2,516
Normal,124500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,816,816,1982,Attchd,5,7,5,1,264
Normal,118500,WD,RL,Gd,CBlock,SBrkr,Gable,Edwards,816,816,1990,NoGarage,6,5,5,0,0
Normal,138000,WD,RL,TA,PConc,SBrkr,Gable,Mitchel,816,816,1982,Detchd,5,8,4,2,816
Normal,129900,WD,RL,TA,CBlock,FuseA,Gable,NAmes,816,816,1957,Detchd,5,7,5,1,308
Normal,120500,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,816,816,1930,Detchd,6,8,5,1,432
Normal,130500,WD,RL,TA,CBlock,SBrkr,Gable,Mitchel,816,816,1982,Attchd,5,9,5,1,264
Normal,100000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,816,816,1938,Detchd,4,6,3,1,288
Normal,110000,WD,RM,TA,BrkTil,FuseA,Hip,OldTown,813,813,1930,Detchd,6,8,5,1,270
Abnorml,119000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,804,804,1940,Attchd,5,7,4,1,240
Normal,87000,WD,RM,TA,CBlock,FuseF,Gable,IDOTRR,803,803,1941,Detchd,5,6,5,2,360
Normal,60000,ConLw,RM,TA,BrkTil,FuseA,Gable,BrkSide,800,800,1936,NoGarage,2,3,4,0,0
Normal,85000,WD,RL,Fa,CBlock,FuseA,Gable,Edwards,796,796,1910,NoGarage,5,7,4,0,0
Normal,55000,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,796,796,1922,NoGarage,4,4,5,0,0
Normal,109500,WD,RL,TA,BrkTil,SBrkr,Gable,OldTown,792,792,1924,Detchd,5,8,5,1,240
Normal,91000,WD,RL,Gd,BrkTil,SBrkr,Gable,SWISU,790,790,1930,Detchd,6,5,4,1,160
Partial,115000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,789,789,1948,Detchd,5,5,5,1,250
Normal,96500,WD,RL,TA,BrkTil,SBrkr,Gable,Crawfor,789,789,1926,Detchd,5,5,5,1,200
Abnorml,100000,WD,RL,TA,CBlock,FuseA,Gable,BrkSide,788,788,1941,NoGarage,4,5,4,0,0
Normal,76000,WD,RH,Fa,BrkTil,FuseA,Gable,SawyerW,784,784,1928,Detchd,6,3,5,2,360
Normal,109500,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,784,784,1924,NoGarage,5,6,5,0,0
Normal,124900,WD,RL,TA,CBlock,SBrkr,Gable,CollgCr,780,780,1972,Detchd,5,7,4,1,352
Normal,120500,WD,RM,TA,CBlock,SBrkr,Gable,IDOTRR,778,778,1940,Detchd,5,6,4,1,924
Normal,79000,WD,RH,TA,BrkTil,SBrkr,Gable,Edwards,774,774,1931,NoGarage,3,6,6,0,0
Abnorml,110000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,773,773,1953,Attchd,5,5,4,1,240
Normal,129500,WD,RL,Gd,CBlock,SBrkr,Gable,Mitchel,768,768,1970,Detchd,5,7,5,2,624
Normal,133900,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,768,768,1972,Detchd,5,8,5,1,396
Normal,133000,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,768,768,1972,Detchd,5,7,5,2,396
Normal,133000,WD,RH,Gd,PConc,SBrkr,Gable,NAmes,767,767,1998,Attchd,7,5,4,1,367
Normal,73000,WD,RM,Fa,BrkTil,FuseP,Gable,OldTown,764,764,1925,Detchd,5,5,4,2,504
Normal,84500,WD,RM,TA,CBlock,SBrkr,Gable,IDOTRR,754,520,1935,NoGarage,6,8,5,0,0
Normal,125000,WD,RL,Gd,CBlock,SBrkr,Gable,SawyerW,752,752,1984,Attchd,6,5,4,1,264
Normal,80000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,747,747,1945,Attchd,4,6,4,1,220
Normal,79900,WD,RL,Fa,PConc,SBrkr,Gable,BrkSide,747,747,1926,Detchd,4,5,5,2,528
Normal,52000,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,729,729,1935,NoGarage,3,6,5,0,0
Normal,105900,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,720,720,1928,Detchd,6,8,5,2,484
Abnorml,34900,WD,C (all),TA,CBlock,FuseA,Gable,IDOTRR,720,720,1920,NoGarage,4,5,4,0,0
Normal,72500,WD,RL,NoBasement,CBlock,SBrkr,Hip,BrkSide,720,720,1949,Detchd,3,6,4,1,287
Normal,82500,WD,RL,TA,CBlock,SBrkr,Hip,BrkSide,708,708,1940,NoGarage,4,7,5,0,0
Normal,118000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,698,698,1947,NoGarage,5,9,4,0,0
Normal,90350,WD,RL,TA,PConc,SBrkr,Gable,Crawfor,694,694,1913,Detchd,5,6,4,1,352
Normal,52500,WD,RM,TA,CBlock,FuseA,Gable,OldTown,693,693,1941,NoGarage,4,4,4,0,0
Abnorml,86000,WD,RL,Fa,BrkTil,FuseA,Gable,OldTown,691,691,1920,Detchd,5,6,4,1,216
Normal,108000,WD,RL,TA,PConc,SBrkr,Gable,Sawyer,672,672,1940,Detchd,5,8,4,1,240
Normal,113000,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,672,672,1941,Attchd,4,6,4,1,234
Normal,81000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1972,NoGarage,4,7,3,0,0
Normal,86000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1970,Attchd,4,8,3,1,286
Normal,75500,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1972,NoGarage,4,6,3,0,0
Normal,84500,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1970,NoGarage,4,6,3,0,0
Normal,80000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1970,Attchd,4,4,3,1,286
Abnorml,92000,WD,RM,Gd,CBlock,SBrkr,Gable,MeadowV,630,630,1970,NoGarage,5,7,3,0,0
Normal,89000,WD,RM,TA,CBlock,SBrkr,Gable,BrkSide,616,616,1921,Detchd,5,7,4,1,205
Normal,86000,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,605,605,1920,NoGarage,4,7,5,0,0
Normal,68500,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,520,520,1927,Detchd,4,6,4,1,240
Abnorml,35311,WD,C (all),TA,CBlock,FuseA,Gable,IDOTRR,480,480,1949,Detchd,2,3,4,1,308
Normal,60000,WD,RL,TA,CBlock,FuseF,Gable,SWISU,438,438,1920,Detchd,2,5,3,1,246
Normal,39300,WD,RL,NoBasement,Slab,FuseF,Gable,BrkSide,334,334,1946,NoGarage,1,3,2,0,0
